nomeMaquina;nomeUsuario;nomeDoSO;RealeaseDoSO;VersaoDoSO;Processador;NucleosFisicos;NucleosLogicos;NumeroSerial
mh;GPLC;Windows;11;10.0.26100;Intel64 Family 6 Model 154 Stepping 4, GenuineIntel;10;12;COD000
